title,genres,id,keywords,original_language,popularity,release_date,revenue,runtime,vote_average,cast,budget
Operation Chromite,History Drama War Action,407887,"korea fictionalized history operation ""trudy jackson"" general douglas macarthur operation x-ray",ko,6.116436,27-07-2016,0,110,5.8,Lee Jung-jae Liam Neeson Lee Beom-soo Jin Se-yeon Jung Joon-ho,0
The Crocodile Hunter: Collision Course,Family Action Adventure,17043,crocodile,en,1.714972,26-07-2002,33082548,90,5.3,Steve Irwin Terri Irwin Magda Szubanski David Wenham Lachy Hulme,0
I Love You Phillip Morris,Comedy Drama Romance,8952,judge small town con man fraud jail,en,19.664699,18-01-2009,10652035,98,6.4,Jim Carrey Ewan McGregor Leslie Mann Rodrigo Santoro Brennan Brown,13000000
Quest for Fire,Adventure Drama,62204,stone age cavemen prehistoric adventure prehistoric times prehistoric man,xx,6.537986,15-12-1981,55260558,100,7.1,Everett McGill Ron Perlman Nicholas Kadi Rae Dawn Chong Gary Schwartz,12000000
Antwone Fisher,Drama Romance,13435,u.s. navy biography,en,13.349012,19-12-2002,23367586,120,6.7,Derek Luke Malcolm David Kelley Cory Hodges Denzel Washington Joy Bryant,12500000
The Emperor's Club,Drama Romance,17187,,en,6.796079,22-11-2002,0,108,6.9,Kevin Kline Emile Hirsch Embeth Davidtz Rob Morrow Edward Herrmann,0
True Romance,Action Thriller Crime Romance,319,father son relationship film producer mexican standoff loss of father cocaine,en,35.268557,09-09-1993,12281551,120,7.5,Christian Slater Patricia Arquette Michael Rapaport Bronson Pinchot Gary Oldman,12500000
Womb,Romance Science Fiction,59457,,en,7.453347,15-07-2010,0,111,5.9,Eva Green Matt Smith Lesley Manville Peter Wight Istv\u00e1n L\u00e9n\u00e1rt,3100000
Glengarry Glen Ross,Crime Drama Mystery,9504,robbery office shop estate agent company,en,13.939054,15-09-1992,10725228,100,7.5,Al Pacino Jack Lemmon Alec Baldwin Alan Arkin Ed Harris,12500000
The Killer Inside Me,Crime Drama Thriller,37414,sheriff crime fighter,en,11.892615,19-02-2010,0,109,6,Casey Affleck Kate Hudson Jessica Alba Ned Beatty Tom Bower,13000000
Cat People,Drama Fantasy Horror Thriller,6217,shotgun attack lingerie held captive incest,en,5.69872,02-04-1982,0,118,6,Nastassja Kinski Malcolm McDowell John Heard Ruby Dee Ed Begley Jr.,0
Sorority Row,Horror Mystery Thriller,26688,female nudity graduation serial killer blood slasher,en,8.780512,09-09-2009,27206120,101,5.4,Rumer Willis Briana Evigan Jamie Chung Leah Pipes Teri Andrzejewski,12500000
The Prisoner of Zenda,Adventure Drama Romance,43867,kidnapping coronation villain kingdom heir to the throne,en,4.021389,03-09-1937,0,101,8.4,Ronald Colman Madeleine Carroll Raymond Massey Mary Astor Douglas Fairbanks Jr.,0
Lars and the Real Girl,Comedy Romance Drama,6615,garage lone wolf dying and death loss delusion,en,15.817096,12-10-2007,11293663,106,7.1,Ryan Gosling Emily Mortimer Paul Schneider Kelli Garner Lauren Ash,12000000
The Boy in the Striped Pyjamas,War Drama,14574,nationalism concentration camp world war ii gas chamber nazis,en,34.821223,07-05-2008,20416563,94,7.7,Asa Butterfield Jack Scanlon Vera Farmiga David Thewlis Rupert Friend,12500000
Dancer in the Dark,Drama Crime Music,16,individual dancing usa robbery factory worker,en,22.022228,17-05-2000,40031879,140,7.6,Bj\u00f6rk Catherine Deneuve David Morse Peter Stormare Joel Grey,12800000
Oscar and Lucinda,Drama Romance,39780,minister australia inheritance wager woman director,en,0.139384,31-12-1997,0,132,6.2,Ralph Fiennes Cate Blanchett Ciar\u00e1n Hinds Tom Wilkinson Richard Roxburgh,0
The Funeral,Crime Drama,21612,suicide bedroom strike great depression trade union,en,2.950618,26-01-1996,1227324,99,7.3,Christopher Walken Chris Penn Annabella Sciorra Isabella Rossellini Vincent Gallo,12500000
Solitary Man,Comedy Drama Romance,36691,infidelity bankrupt loneliness comedy family drama,en,7.497306,07-09-2009,5024782,90,5.8,Michael Douglas Danny DeVito Jesse Eisenberg Susan Sarandon Mary-Louise Parker,15000000
Machete,Action Comedy Thriller,23631,illegal immigration immigration law machete politician death of a child,en,26.396191,01-09-2010,31327899,105,6.3,Danny Trejo Michelle Rodriguez Jessica Alba Robert De Niro Lindsay Lohan,20000000
Casino Jack,Crime Comedy Drama,45324,biography duringcreditsstinger,en,6.546037,16-09-2010,1083683,108,6,Kevin Spacey Kelly Preston Hannah Endicott-Douglas Rachelle Lefevre Barry Pepper,12500000
The Land Before Time,Animation Adventure Family,12144,vulkan loss of mother tyrannosaurus rex earthquake primitive time,en,28.670193,18-11-1988,84460846,69,7,Gabriel Damon Candace Hutson Judith Barsi Will Ryan Pat Hingle,12300000
Tae Guk Gi: The Brotherhood of War,Action Adventure Drama History War,11658,archaeologist korean war north korea south korea air raid,ko,9.572705,05-02-2004,15,140,7.4,Jang Dong-gun Won Bin Lee Eun-ju Gong Hyung-jin Park Jeong-Woo,0
The Perfect Game,Drama Family,56601,baseball sport based on true story family relationships,en,0.903529,01-04-2010,3878993,118,6.3,Clifton Collins Jr Cheech Marin Mois\u00e9s Arias Emilie de Ravin Jake T. Austin,12500000
The Exorcist,Drama Horror Thriller,9552,exorcism holy water religion and supernatural vomit christian,en,47.584643,26-12-1973,441306145,122,7.5,Linda Blair Max von Sydow Ellen Burstyn Jason Miller Lee J. Cobb,8000000
Jaws,Horror Thriller Adventure,578,fishing atlantic ocean bathing shipwreck police chief,en,50.152327,18-06-1975,470654000,124,7.5,Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary Murray Hamilton,7000000
American Pie,Comedy Romance,2105,graduation innocence coming of age teenager high school student,en,60.767168,09-07-1999,235483004,95,6.4,Jason Biggs Chris Klein Thomas Ian Nicholas Alyson Hannigan Shannon Elizabeth,11000000
Ernest & Celestine,Animation Comedy Drama Family,126319,mouse musician friendship prejudice bear,fr,11.103202,12-12-2012,8109160,78,7.6,Anne-Marie Loop Lambert Wilson Pauline Brunner Patrice Melennec Brigitte Virtudes,12516654
The Golden Child,Action Adventure Comedy,10136,monk social worker wretch tibet demon,en,15.26213,12-12-1986,79817939,94,5.6,Eddie Murphy Charles Dance Charlotte Lewis Victor Wong Peter Kwong,25000000
Think Like a Man,Comedy Romance,67660,advice love relationship ensemble cast duringcreditsstinger,en,6.035152,16-04-2012,96070507,122,6.9,Michael Ealy Jerry Ferrara Meagan Good Regina Hall Kevin Hart,12000000
Barbershop,Comedy Drama,10611,hairdresser shop neighbor debt meeting,en,10.297189,01-04-2002,75781642,102,6.2,Ice Cube Anthony Anderson Cedric the Entertainer Sean Patrick Thomas Eve,12000000
Star Trek II: The Wrath of Khan,Action Adventure Science Fiction Thriller,154,uss enterprise genesis asteroid self sacrifice midlife crisis,en,22.434102,03-06-1982,96800000,113,7.3,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,12000000
Ace Ventura: Pet Detective,Comedy Mystery,3049,dolphin mascot private detective pets,en,41.249004,04-02-1994,107217396,86,6.4,Jim Carrey Sean Young Courteney Cox Tone Loc Dan Marino,15000000
WarGames,Thriller Science Fiction,860,video game artificial intelligence fbi cold war hacker,en,23.161754,03-06-1983,79567667,114,7,Matthew Broderick Dabney Coleman Ally Sheedy John Wood Barry Corbin,12000000
Witness,Crime Drama Romance Thriller,9281,corruption detective police brutality amish suspense,en,19.195399,08-02-1985,68706993,113,7,Harrison Ford Kelly McGillis Josef Sommer Lukas Haas Jan Rubes,12000000
Act of Valor,Action Thriller War,75674,submarine navy scuba diving heroism navy seal,en,21.958055,24-02-2012,81272766,110,6.3,Roselyn S\u00e1nchez Emilio Rivera Nestor Serrano Gonzalo Menendez Alexander Asefa,12000000
Step Up,Music Drama Romance Crime,9762,dancing new love dance baltimore art school,en,45.477802,11-08-2006,114194847,104,6.7,Channing Tatum Jenna Dewan Damaine Radcliff De'Shawn Washington Mario,12000000
Beavis and Butt-Head Do America,Animation Comedy,3179,washington d.c. casino hotel sun television,en,12.60629,15-12-1996,0,81,6.5,Mike Judge Bruce Willis Demi Moore Robert Stack Richard Linklater,12000000
Jackie Brown,Comedy Crime Romance,184,airport underworld arms deal weapon police,en,40.631671,24-12-1997,39673162,154,7.3,Pam Grier Samuel L. Jackson Robert Forster Bridget Fonda Michael Keaton,12000000
Harold & Kumar Escape from Guantanamo Bay,Comedy Adventure,13335,terrorist aftercreditsstinger duringcreditsstinger,en,26.219598,25-04-2008,43493123,107,6.2,John Cho Kal Penn Neil Patrick Harris Rob Corddry Jack Conley,12000000
Chronicle,Science Fiction Drama Thriller,76726,seattle telekinesis friendship loneliness outcast,en,64.504747,01-02-2012,145000000,84,6.6,Dane DeHaan Alex Russell Michael B. Jordan Michael Kelly Anna Wood,15000000
Yentl,Music Drama Romance,10269,studies music disguise unhappiness boys' school,en,3.389249,18-11-1983,30400000,132,6.2,Barbra Streisand Mandy Patinkin Amy Irving Nehemiah Persoff Steven Hill,12000000
Time Bandits,Family Fantasy Science Fiction Adventure Comedy,36819,treasure map magic time travel titanic,en,14.779537,13-07-1981,42365581,116,6.6,Sean Connery John Cleese Shelley Duvall Michael Palin Ian Holm,5000000
Crossroads,Action Adventure Comedy Drama Family,17130,dancing women sex karaoke dream,en,6.703319,15-02-2002,61141030,93,4.7,Britney Spears Zoe Saldana Taryn Manning Anson Mount Dan Aykroyd,12000000
Project X,Comedy Crime,57214,vandalism high school swimming pool party teen movie,en,49.070321,01-03-2012,100000000,88,6.5,Oliver Cooper Jonathan Daniel Brown Thomas Mann Dax Flame Kirby Bliss Blanton,12000000
Patton,Drama History War,11202,general world war ii normandy biography historical figure,en,21.933822,25-01-1970,89800000,172,7.3,George C. Scott Karl Malden Stephen Young Michael Strong Carey Loftin,12000000
One Hour Photo,Horror Thriller,9357,sexual abuse hotel room cheating supermarket penalty,en,20.624896,21-08-2002,52223306,96,6.6,Robin Williams Connie Nielsen Michael Vartan Erin Daniels Eriq La Salle,12000000
Quarantine,Horror Science Fiction Thriller,13812,quarantine remake tv reporter found footage virus,en,8.083995,10-10-2008,40855419,89,5.5,Jennifer Carpenter Steve Harris Jay Hernandez Johnathon Schaech Columbus Short,12000000
The Eye,Drama Horror Thriller,9030,sister sister relationship blindness and impaired vision eye operation eyesight dying and death,en,11.135734,01-02-2008,56309766,98,5.5,Jessica Alba Alessandro Nivola Parker Posey Rade Serbedzija Fernanda Romero,12000000
Johnson Family Vacation,Comedy Family,19084,,en,4.623609,07-04-2004,31179516,97,4.7,Cedric the Entertainer Vanessa Williams Steve Harvey Shari Headley Shad Moss,12000000
How High,Comedy,8386,carpet pimp harvard university joint cannabis,en,11.510281,21-12-2001,31155435,93,6.3,Method Man Redman Obba Babatund\u00e9 Mike Epps Anna Maria Horsford,12000000
The Muppet Christmas Carol,Comedy Family Fantasy Drama,10437,holiday future musical past scrooge,en,15.085981,10-12-1992,27281507,85,7.2,Michael Caine Don Austen Meredith Braun Don Austen Ed Sanders,0
Frida,Drama Romance,1360,painter love of one's life disabled woman director,en,18.422327,29-08-2002,56298474,123,7.3,Salma Hayek Alfred Molina M\u00eda Maestro Patricia Reyes Sp\u00edndola Diego Luna,12000000
Katy Perry: Part of Me,Documentary Music,101267,woman director,en,8.410688,28-06-2012,32726956,93,6.5,Katy Perry Russell Brand Shannon Woodward Rachael Markarian Mia Moretti,12000000
The Fault in Our Stars,Romance Drama,222935,amsterdam based on novel support group cancer teenager,en,74.358971,16-05-2014,307166834,125,7.6,Shailene Woodley Ansel Elgort Nat Wolff Laura Dern Sam Trammell,12000000
Rounders,Drama Crime,10220,gambling law compulsive gambling roulette gain,en,18.422008,11-09-1998,22921898,121,6.9,Matt Damon John Turturro Gretchen Mol Goran Visnjic Edward Norton,12000000
Top Five,Drama Comedy,284296,comedian interview reporter movie star fianc\u00e9 fianc\u00e9e relationship,en,15.896312,12-12-2014,25434291,102,6.3,Chris Rock Rosario Dawson J.B. Smoove Gabrielle Union Romany Malco,0
Prophecy,Horror Science Fiction,31915,monster mutant toxic native american environmental,en,8.61659,01-01-1979,54000000,102,5.4,Talia Shire Robert Foxworth Armand Assante Richard Dysart Victoria Racimo,12000000
Stir of Echoes,Horror Mystery Thriller,11601,secret obsession paranoia grave haunted house,en,6.044161,10-09-1999,21133087,99,6.5,Kevin Bacon Kathryn Erbe Illeana Douglas Kevin Dunn Conor O'Farrell,12000000
Philomena,Drama,205220,mother washington d.c. journalist adoption forgiveness,en,29.019504,01-11-2013,100129872,98,7.4,Judi Dench Steve Coogan Sophie Kennedy Clark Mare Winningham Barbara Jefford,12000000
The Upside of Anger,Comedy Drama,11354,sex lie college funeral friendship,en,6.2464,23-01-2005,0,118,6.4,Joan Allen Kevin Costner Erika Christensen Keri Russell Alicia Witt,0
The Boys from Brazil,Horror Drama Thriller Science Fiction,16241,paraguay mengele nazi hunter third reich,en,5.315213,05-10-1978,0,125,6.6,Gregory Peck Laurence Olivier James Mason Lilli Palmer Uta Hagen,0
Aquamarine,Fantasy Romance Family Comedy,14191,female friendship mermaid teenager woman director,en,16.931846,03-03-2006,23006849,104,5.8,Emma Roberts Joanna 'JoJo' Levesque Sara Paxton Jake McDorman Arielle Kebbel,12000000
Paper Towns,Drama Mystery Romance,286565,friendship high school teenager classmate based on young adult novel,en,64.610671,18-06-2015,85512300,109,6.1,Nat Wolff Cara Delevingne Justice Smith Austin Abrams Halston Sage,12000000
My Baby's Daddy,Comedy,26710,birth expectant mother fatherhood baby born woman director,en,4.480167,09-01-2004,51,86,4.3,Eddie Griffin Anthony Anderson Michael Imperioli Method Man Paula Jai Parker,0
Nebraska,Drama Adventure,129670,montana small town dementia aging road trip,en,29.223881,21-09-2013,17654912,115,7.4,Bruce Dern Will Forte Bob Odenkirk June Squibb Stacy Keach,12000000
Tales from the Crypt: Demon Knight,Horror Comedy Thriller,9059,prostitute key jesus christ chosen one god,en,7.710797,13-01-1995,0,92,6.7,Billy Zane William Sadler Jada Pinkett Smith Brenda Bakke CCH Pounder,0
Max Keeble's Big Move,Comedy Family Fantasy Science Fiction,34549,,en,1.081822,05-10-2001,17292381,86,5.4,Alex D. Linz Zena Grey Nora Dunn Larry Miller Josh Peck,12000000
Young Adult,Comedy Drama,57157,jealousy dark comedy writer divorce alcoholic,en,16.183746,16-12-2011,22939027,94,5.6,Charlize Theron Patton Oswalt Patrick Wilson Elizabeth Reaser Collette Wolfe,12000000
Crank,Action Thriller Crime,1948,poison helicopter assassin nudity hitman,en,47.992817,31-08-2006,42931041,88,6.6,Jason Statham Amy Smart Jose Pablo Cantillo Efren Ramirez Dwight Yoakam,12000000
Def Jam's How to Be a Player,Comedy Romance,28353,sex party friends player,en,1.20245,06-08-1997,13960203,93,5.3,Bill Bellamy Lark Voorhies Bernie Mac Elise Neal,0
Living Out Loud,Comedy Drama Romance,46889,female protagonist relationship divorce brooklyn bridge,en,0.700792,30-10-1998,12902790,100,5.3,Holly Hunter Danny DeVito Queen Latifah Martin Donovan Rachael Leigh Cook,12000000
Just Wright,Comedy Drama Romance,38093,woman director,en,10.409253,14-05-2010,21520719,100,6.1,Queen Latifah Common Paula Patton James Pickens Jr. Phylicia Rash\u0101d,0
Rachel Getting Married,Drama,14976,sister independent film maid of honor,en,14.345428,03-10-2008,0,113,6.1,Anne Hathaway Rosemarie DeWitt Sebastian Stan Roslyn Ruff Bill Irwin,0
The Postman Always Rings Twice,Romance Crime Drama,11027,sex adultery confession based on novel obsession,en,6.803763,20-03-1981,0,122,6.4,Jack Nicholson Jessica Lange John Colicos Michael Lerner Anjelica Huston,12000000
Girl with a Pearl Earring,Drama Romance,3635,painter biography painting maid,en,19.944479,31-08-2003,31466789,101,6.4,Scarlett Johansson Colin Firth Cillian Murphy Tom Wilkinson Judy Parfitt,0
Das Boot,Action Drama History War Adventure,387,terror submarine based on novel atlantic ocean gibraltar,de,26.967494,16-09-1981,85000000,149,7.9,J\u00fcrgen Prochnow Herbert Gr\u00f6nemeyer Klaus Wennemann Hubertus Bengsch Martin Semmelrogge,14000000
Sorority Boys,Comedy,6020,sorority cross dressing university t shirt sorority girl,en,3.444542,22-03-2002,0,93,4.6,Barry Watson Michael Rosenbaum Harland Williams Melissa Sagemiller Tony Denman,12000000
About Time,Comedy Drama Science Fiction,122906,london england father son relationship time travel,en,74.817641,16-08-2013,87100449,123,7.8,Domhnall Gleeson Rachel McAdams Bill Nighy Lydia Wilson Lindsay Duncan,0
House of Flying Daggers,Adventure Drama Action Romance,9550,martial arts swordplay government rebellion dagger,zh,21.064082,19-05-2004,92863945,119,7.1,Takeshi Kaneshiro Andy Lau Zhang Ziyi Song Dandan Zhao Hongfei,0
Arbitrage,Drama Thriller,60599,cover-up hedge fund,en,16.40512,14-09-2012,35485056,100,6.1,Richard Gere Susan Sarandon Tim Roth Brit Marling Monica Raymund,12000000
Project Almanac,Science Fiction Thriller,227719,time travel time machine teenager found footage,en,32.940597,30-01-2015,32248241,106,6.4,Jonny Weston Virginia Gardner Sofia Black-D'Elia Sam Lerner Allen Evangelista,12000000
Cadillac Records,Drama History Music,14299,woman director,en,13.427427,05-12-2008,0,109,6.9,Adrien Brody Jeffrey Wright Beyonc\u00e9 Knowles Gabrielle Union Columbus Short,12000000
Screwed,Action Comedy,19419,,en,5.359381,12-05-2000,0,81,4.9,Norm Macdonald Dave Chappelle Danny DeVito Elaine Stritch Daniel Benzali,0
Fortress,Action Thriller Science Fiction,12088,prison cyborg married couple future dystopia,en,8.708229,30-09-1992,6739141,95,5.7,Christopher Lambert Kurtwood Smith Loryn Locklin Clifton Collins Jr Jeffrey Combs,8000000
For Your Consideration,Comedy Drama,14799,,en,4.330428,22-11-2006,5542025,86,5.9,Catherine O'Hara Harry Shearer Parker Posey Christopher Moynihan John Michael Higgins,12000000
Celebrity,Drama Comedy,9466,exzentrik independent film reporter ex-wife spectacle,en,7.594593,07-09-1998,0,113,6,Kenneth Branagh Judy Davis Joe Mantegna Leonardo DiCaprio Charlize Theron,0
Running with Scissors,Drama Comedy,7510,gay sister sister relationship wife husband relationship 1970s becoming an adult,en,4.770195,27-10-2006,6754898,116,5.8,Annette Bening Brian Cox Joseph Cross Joseph Fiennes Evan Rachel Wood,12000000
